发布时间,问题,回答
1317613714,为什么黑白脸策略是有效的谈判策略？,给对方制造压力，但又避免让对方产生对抗情结。——罗杰·道森，《优势谈判（Secrets of Power Negotiating）》
1318942556,知乎群发的「知乎每周精选」是如何不被当作垃圾邮件的？,我想最终决定垃圾邮件的标准不是群发，而是邮件本身是不是垃圾。   <br><br> 知乎的每周精选内容是靠机器+人工编辑来精心整理的，我们希望这些每周一封的邮件可以帮助大家了解到过去一周知乎上最热门和最精彩的内容。我们接下来还会不断完善邮件的内容。   <br><br> 另外，邮件不是强推的，如果不喜欢，可以在底部点击退订。
发布时间,问题,回答
1318945022,知乎为什么恢复了「没有帮助」功能？,"如大家所知，国庆节前，我们对「没有帮助」功能做了一次试验性的改版——「没有帮助」变成了「标记」，我们初衷很直接：希望没有帮助功能能够更有效和明确，尽可能在清扫社区垃圾的同时，为大家提供一个可以互相帮助，靠众包方式改进答案质量的工具。   <br><br> 不过呢，「标记」功能上线后的实际效果并不太理想，我们认为这次试验并没有达到最初的期望，所以就恢复了原来「没有帮助」功能。   <br><br> 但是目标并不会变，从各个方面提升内容质量会是一个长期的过程，接下来我们会从算法和社区机制上改进没有帮助的效果。   <br><br> 注：  <br> 问：「没有帮助」和「标记」有什么区别？  <br> 答：「没有帮助」相当于一个针对不合适、不靠谱和垃圾答案的 digg 机制，点击的人多了，答案就会被折叠起来；「标记」相当于一个带有理由的没有帮助 + 通知，标记发出后，被标记的回答者会收到一条修改建议通知。   <br><br> 参考：  <br> 答案旁边的「没有帮助」按钮有什么用？<a href=""http://www.zhihu.com/question/19555143"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">5143</span><span class=""ellipsis""></span></a>  <br> 改版初衷：知乎的「没有帮助」为什么变成了「标记」?<a href=""http://www.zhihu.com/question/19867017"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1986</span><span class=""invisible"">7017</span><span class=""ellipsis""></span></a>"
1318994218,对比远大场内路练习场的情况来看，在海淀驾校考场内路需要注意什么？,海淀驾校的场内路和远大驾校很不一样，具体如下：   <br><br> 1）海淀驾校场内路考试前半路段都是在一个斜坡上，侧方停车时会有明显的溜车现象。   <br><br> 2）定点停车和半坡起步部分，坡上的中白线看不清，导致很多的学员停车时右侧超过 30 CM。   <br><br> 3）定点停车部分的坡比较短，右侧的杆也很短。   <br><br> 4）弯道部分和远大完全不一样，海淀驾校是在地上画的白线，而且周围在修路，白线几乎看不清，实际考的时候需要提前问一下考官，方便预留出进弯道的车身位置，不然进弯道就压线。   <br><br> 5）据说单边桥的前后距离很短。
1319376529,创业公司的员工，聚会时被人问到「你们最近怎么样」时怎样回答比较好？,不厌其烦地介绍自己在做什么，比如讲知乎是什么，并盛情邀请对方来使用。     <br><br> 我觉得没什么好想的，这应该是一种本能，上个月我报了学车的班，每次训练都主动介绍自己在做一个叫知乎的网站，当场邀请对方注册，现场答疑。你可以回忆一下你在聚会上碰上的正在谈恋爱的朋友，正在找工作的朋友，正在准备某种计划的朋友，不都是一个劲在说恋爱，说工作，说自己的宏伟计划？     <br><br> 创业，那创业就是你生活中最重要的事。心中那个燃烧中的小宇宙，一定会感染到你周围的人。
1319391352,有哪些关于旅行、令人惊艳的经典句子？,「我躺下来，以一张报纸当枕头。高高在我上方的，是会眨眼的星星，而当火车弯曲而行，这些星群便上上下下的画着弧线，望着它们，我睡着了。今天已经过去——我生命中所有天中的一天，明天又会是新的一天，而我依然年轻。」——杰克伦敦《大路》
1319468785,周源，你的知识面很广，你究竟有什么背景呢？,"我知识面真不算广，我的背景可以看问题：周源是谁？<a href=""http://www.zhihu.com/question/19551161/answer/12203381"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">1161/answer/12203381</span><span class=""ellipsis""></span></a>"
1319554633,Google+ 开发了多久？,一位前 Google 员工告诉我，从开发到上线用了很长时间，至少一年。Google 美国总部估计有越过一半的工程师参与到了 Google+ 的开发。
1319720589,矩阵式组织是否适合互联网创业公司？,创业公司一定要扁平，但矩阵并不扁平。我没听说过哪家创业公司因为有了矩阵式组织而大幅提高效率的。
1319991282,如何自学 SEO？,"先临摹。SEO 没什么理论，有效的都是实践中总结出来的结论。如果你是电商，就去看和你品类相似的网站的产品页 Html 是怎么写的，产品目录怎么映射到了网站结构上。死盯他们的新产品上线后页面的调整过程，把核心词，相关词一遍一遍放在搜索引擎里去验证。   <br><br> 临摹到位了，多数情况什么也不会发生，你的网站排名不可能一下子就跃居榜首，只是让你彻底对页面级调整死心，把心思放在网站的价值提升上去，要深刻理解搜索引擎。搜索引擎是过去 10 年互联网上让消费者最受益的技术产品，总体来看，搜索引擎是为了用户更低成本找到更高价值的信息而存在的。不会为了 SEO 而 SEO，不要老问为什么上周还排在第一页，为什么这周就搜不到自己网站了，这对消费者不重要，他们压根没想过你的网站为什么搜索不到了，他们肯定找到了更好的了。   <br><br> 临摹不到位，不是说不能做别的，而是你不死心，老会觉得页面这里还可以调调，那里还可以动动，其实作用都不大，今天的搜索引擎已经不是你写几个 Meta Keywords 就乖乖听话的。所以，一扳手把这第一步螺丝拧死，再做别的。   <br><br> 接下来做什么呢？   <br><br> 说实话我觉得自学的话，没什么可以做的了。有空可以下载一本书来看，比如 Search Engine Optimization Starter Guide （<a href=""https://link.zhihu.com/?target=http%3A//goo.gl/UP32X"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">goo.gl/UP32X</span><span class=""invisible""></span></a>）。请注意，<u>SEO 没什么理论，有效的都是实践中总结出来的结论</u>，所以自学真的可能到这里就缺乏驱动力了。想再提升，就需要一个非常真实的目标，要非常具体，一周卖出 300 双鞋子，搞 5000 个注册，流量长 3 倍这样的目标。   <br><br> 有了具体的目标，你的信心才有机会被打击，一周过去了，你才发现，搜不到啊，还是搜不到啊！本来满脸自信，现在一脸空白的搜索框，里面全是问号……别急，机会来了，因为你实在找到不什么可以做，自然开始转移思路，空白的搜索框里开始出现一行字「流量到底是怎么来的？」   <br><br> 流量来源，是的，以前你从来没想过这会是一个问题。流量不是从搜索引擎来的吗？呵呵，这么想就等于是从天上掉下来的一样。好吧，回到原点，把你关心的关键词全部放到搜索引擎里再仔细观察，看到了吧，你发现了很多平时不去的论坛，BBS，新闻网站，点进去看，这不是软文吗？是的，同时也是外链，一条条通向你网站的公路。   <br><br> 于是你又有事情干了，但很快你就发现软文这种东西，大有学问，那些论坛的版主一个比一个铁面，带个外链就删贴，说几句好话就封 ID。从此，你走上了发外链的不归路，为了对付种种封杀，写作水平越来越好，每天还养成了看新闻的习惯，也不是每篇必软，经常要照顾一下自己的中立形象，时不时来个横向对比，运气好的时候借热点新闻搭个车……   <br><br> 网站开始有流量了，排名也有了。然后，有一天，你干了一件坏事，你觉得发外链太麻烦了，你发现有一种东西叫自动建站工具，一瞬间可以搞出几百个论坛，个个有自动更新的内容，完全没有烦人的版主，恨不得每篇文章都可以加外链。你开始幻想从此鸟枪换大炮，贫农变小康，Alexa 排名进入 TOP 100 指日可待，明天早上起来睡在数不尽的钞票上。然后，一夜之间，你所有的排名，全没了。   <br><br> 你被 K 站了（因为作弊，被搜索引擎反垃圾小组盯上，清空了网站的所有 Rank）。这时，你会和所有被 K 的站长一样，冲到 SEO论坛里忿忿不平地发了一贴，× 月 ××××× IP × PR 被 K，怎么办？   <br><br> 答案是没办法。   <br><br> 实际上能走到这一步的，一定都做了很多的辛苦工作。但千万别一路走完，你应该在某一步停下来，在 SEO 的过程中，一旦开始撬动了流量的大门，就要逐步回到用户上去，回到网站真正的价值上去。千万别想钻空子。09 年我参加了一个网络营销的会议，点石的创始人其一石头在会上说，做 SEO 不应该是千方百计对钻搜索引擎的空子，想想 Google 的工程师，他们打击钻空子，消灭垃圾站，他们的所有工作都围绕用户如何更方便展开，你想钻空子，就是和 Google 全体工程师——一群几乎是最聪明的工程师在打仗，你肯定会被扫平。   <br><br> 抱歉，我说得很不指南，但知易行难和知难行易都是正确的，一笑。"
1320245878,如何能追到李奇？,李奇是一个相当勤奋的人，要超过他，你需要比他勤奋才有机会。
1320854288,究竟创业者需要什么样的素质或能力，如何培养这样的能力，如何寻找创业导师呢？,"我坚信的就一条 ：   <br><blockquote>好的成功者应该 be relentlessly resourceful 「总搞的掂」。这是一个很普通的标准：遇到不同的挑战，你总能且愿意搞掂它，你就行。</blockquote> <a href=""https://link.zhihu.com/?target=http%3A//apple4.us/2009/03/be_relentless_resourceful.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">apple4.us/2009/03/be_re</span><span class=""invisible"">lentless_resourceful.html</span><span class=""ellipsis""></span></a>"
1320932995,如何高效地管理邮件？,三条有用的方法  <br><br> 1）立即处理。邮件多了，会产生大量「Read Later」，太长了，还要琢磨一下，不知道如何回复……那就一会儿再说，结果就是你可能再也没有时间去读那封长邮件，永远琢磨不远，永远不知道如何回复。所以，尽可能立即处理。       <br><br> 2）立即存档（Achive）。处理过的邮件，不要保留在收件箱（Inbox）内，想象一下你打开 Gmail 看到了什么，密密麻麻的已读和未读列表，你应该看什么呢？一找起来，效率就低了。好的方法就是把处理过的邮件立即存档，这封邮件（或者 Thread）就会从 Inbox 的列表中消失。好处是只有需要处理的留在收件箱里，你就一条条杀掉这些 To-Do 就好了。       <br><br> 3）搜索。存档的邮件并没有消失，它们都在全部邮件（All Mail）里，靠搜索去找，而不要留在 Inbox 里去一页页翻。    <br><br> 注：我一直使用 Gmail，并依赖快捷键。
1322049365,如何让公司员工达到群体性努力？,文化。牛鼻公司的文化应该是鼓励每个成员做牛的作品，第一个做得不错，第二个要做得更好。这其实和大学考四级类似，常见情况是要么一个寝室全考过了，要么基本都挂了。
1322323249,知乎能否能够分类细致一些，既能像现在一样泛泛而论互联网（偶有NBA等其他），又可以像stack overflow一样专注于技术？,"能，最近会让大家看到变化。<br><br>更新：请去领域看看吧 <a href=""http://www.zhihu.com/class"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/class</span><span class=""invisible""></span></a>"
1322818463,对问答的基本态度是什么？从问答中可以得到什么？,"知乎是一个社交问答网站，而问答是人的一个基础需求。每个人每天都有很多的问题要问，有些被习惯化了，比如中午吃什么，几点睡觉等，而还有很多问题是用来做决策的，比如我是否应该创业，管理水平如何提升等。这种的需求有二个特点，一是每个人几乎永久性需要；二是每天都在不断更新。      <br><br> 我对问答的态度很简单，人与人每天都在交换信息，大量有效的信息都是通过问答完成的，请教，面试，聊天，谈心等，几乎任何场景都在问答，但效率太低了，你想了解一下电商的 EDM  开封率有多少，如果你周围不是碰巧有一个电商行业的朋友，你想搞明白创业第一年都会遇上什么困难，如果你周围不是碰巧有一个创业超过 1 年也有心得的朋友，那会很难，即使有，判断信息是否正确的成本也非常高。      <br><br> 知乎将更低成本的来满足这个需求。和其它解决基础需求——凡是解决基础需求的产品都成为了超大的产品，比如 Google 解决的是人们查找信息的需求——的互联网产品一样，首先要比以前任何方案都更好，知乎里人，话题和问题的信息流动机制，互相关注关系，好答案筛选机制都比以前产生内容的产品机制要好；其次是能创造新的价值，知乎上每天产生的高质量内容，和可信任的用户关系，都非常有价值。      <br><blockquote>知乎的问答，表面上是问答，背后则是 SNS，是人，话题和问题的相互联系。对一个产品来说，知乎不可能去造一个全新的问答方式，而是尽可能的还原真实社会人的问答需求。<br><br>真实的问答是什么？想想就会明白，真实的问答过程，基本上就三种情况<br><br>1）问周围的人，听点或许有用的答案；<br>2）想办法问专家，听点专业和全面的答案；<br>3）通过推荐和等待，托关系去问，找到那些最合适的人来回答。<br><br>问周围人几乎没有成本，你永远可以问自己的家人或者邻居应该去微软还是去 Google，但你问或不问，答案都很明显，他们真的帮不了你；而要从懂行的专家和对此问题有亲身经验的人那里得到一个答案，成本很高，或者根本没有这样的机会。所以，真实的问答，往往是不尽如人意的。<br><br>知乎希望做到的一点，就是把「让最合适的人来回答最合适的问题」交给所有人来推动，比如有人提了关于法律的问题，这个问题很快会被关注法律话题的人看到，再由他们帮助邀请领域专家来解答。这样，每个人获得靠谱答案的机会就会增大，分享的人多了，帮忙的人多了，社区的力量也会得到验证和增强，这是一个良性循环。</blockquote> 参见：<a href=""http://www.zhihu.com/question/19565313"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1956</span><span class=""invisible"">5313</span><span class=""ellipsis""></span></a>       <br><br> 在知乎，不同的人都可以把思考过的观点，拥有的知识和体验过的经验都分享出来，大家的源动力是很明确的，第一，人都有乐于分享的精神（参见：我为什么要免费把我的知识提供给知乎？ <a href=""http://www.zhihu.com/question/19865746"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1986</span><span class=""invisible"">5746</span><span class=""ellipsis""></span></a>）；第二，人都需要成长，想想过去帮你的人，为你指点迷津的人，成长离不开彼此帮助；第三，互联网是透明的，通过高质量的问答，分享，可以拥有更具价值的个人品牌。      <br><br> 我相信，分享者是最大的收获者。       <br><br> 另请看之前的几个相关回答：       <br><br> 知乎团队的初心是什么？<a href=""http://www.zhihu.com/question/19554913"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">4913</span><span class=""ellipsis""></span></a>       <br><br> 知乎是一个怎样的团队？<a href=""http://www.zhihu.com/question/19712388"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1971</span><span class=""invisible"">2388</span><span class=""ellipsis""></span></a>"
1323869476,知乎博客为什么消失了？是否被 iPad 的知乎周刊取代了？,"之前使用博客是因为知乎的内容不对外开放，外部用户了解知乎的渠道实在有限。现在知乎已经越来越开放，知乎本身的问答页面阅读体验和信息量都比博客要好，所以博客的作用就不大了。     <br><br>你可以订阅 <a href=""http://www.zhihu.com/rss"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/rss</span><span class=""invisible""></span></a> ，可以看到知乎发现的内容。"
1323941670,发现跟知乎内容类似的网站叫做「非也」，这两家谁先谁后？后来的算是抄袭吗？,非也是一个 Wordpress 搭建的博客，内容都是从知乎扒去的，未注来源，不尊重原创作者。属于一个靠自动抓信息赚搜索引擎流量的垃圾站。
1324015553,什么时间、什么状态下你最能有效地思考问题？,我很难在一个「专门用于思考」的环境——比如去掉干扰，安静，密闭等——下进行有效的思考，原因是这样的环境不真实，隔离，往往就把那些触发思考的细节，激发灵感的奇妙氛围也被牺牲掉了。         <br>         <br>过去半年，我的习惯是这样，如果突然有了思考上的突破（注意：这种突破是一种感觉，觉得一层纸要被捅破了）就会立刻带上笔记本跑到第三极楼下的西提岛咖啡，要一杯可乐，把想到的东西全写下来。这种情况一般发生在晚上 10 点左右，咖啡馆里旁边人的聊天声，键盘敲打声，对于我来说，是一个奇妙的气场，我会恍惚穿越到刚进大学时第一次去机房耳边都是哒哒键盘声，自己如若无人之境。      <br>          <br>这种感觉，可以自己主动找到。我的方法就是切换环境，从家里跑到咖啡馆算一种，约一个见面，提前 1 小时找个位置坐下来也是类似的，可以非常高效的解决思考上的一些障碍。
1324017850,知乎的添加问题时的问题补充是否有必要呢？,"问题的补充说明是很必要的，不需要的时候可以不填，但需要的时候不能没有。   <br>   <br>我举几个例子：   <br>    <br> 问题需要引用来源，比如，<b><u>方舟子说：30 岁开始戒烟可以消除之前吸烟带来的危害，这是真的么？为什么？</u></b><a href=""http://www.zhihu.com/question/19965551"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1996</span><span class=""invisible"">5551</span><span class=""ellipsis""></span></a>，如果没有补充说明，那大家都不知道这句话是从那里来的，问题就不完整了。   <br>    <br> 问题需要约束范围，比如，<b><u>一款比 Instagram 更好的手机摄影+社交产品应该是什么样的？</u></b><a href=""http://www.zhihu.com/question/19574056"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1957</span><span class=""invisible"">4056</span><span class=""ellipsis""></span></a>，如果没有约束范围「更满足细分的刚性需求的产品」，那答案就可能太宽泛了。   <br>    <br> 问题标题需要补充说明，比如，<b><u>Skype for iPhone 可否进行多方通话？</u></b><a href=""http://www.zhihu.com/question/19550615"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">0615</span><span class=""ellipsis""></span></a>，其中的多方通话需要说明「比如說三人通話，其中兩人用 Mac，一人用 iPhone，用 Mac 的人發起一次三方音頻通話，用 iPhone 的人能接到嗎？」"
1324020918,知乎 CEO 周源现在领工资吗？,领啊，大家都需要生活保障。我在知乎之前的一次创业中没领工资，差不多 2 年时间一直住在公司里，体会是长期不领工资很难持续，短期还行。
1324021446,如果知乎改为P2P问答，（个人对个人问答），会不会更好？,"一对一肯定是一种有效的问答情景，现在在知乎可以进行一对一提问。比如你访问我的主页（<a href=""http://www.zhihu.com/people/zhouyuan"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/zhouyu</span><span class=""invisible"">an</span><span class=""ellipsis""></span></a>），可以看到这个功能：<b><u>问 周源 一个问题（仅他能回答） »</u>。</b>"
发布时间,问题,回答
1324022005,不管是新浪微博还是知乎，为什么都搜索不到个人简介里的内容？,"知乎可以搜索到个人简介里的内容，比如搜索「饕餮者，食色俱贪。」就可以找到「王海波」。点击可见：<a href=""http://www.zhihu.com/search/people?q=%E9%A5%95%E9%A4%AE%E8%80%85%EF%BC%8C%E9%A3%9F%E8%89%B2%E4%BF%B1%E8%B4%AA%E3%80%82"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/search/people?</span><span class=""invisible"">q=%E9%A5%95%E9%A4%AE%E8%80%85%EF%BC%8C%E9%A3%9F%E8%89%B2%E4%BF%B1%E8%B4%AA%E3%80%82</span><span class=""ellipsis""></span></a>"
1324108365,创新工场能不能帮助初创业者组建一支高效的团队？,"我相信创新工场可以帮，但能不能最终组建团队，不在工场，而在你。      <br><br>说个小故事。08 年我第一次创业，去杭州赛博乐见投资人，说了大概 40 分钟，对方也勉强听完了，然后问我，你们公司成立多久了？我说还没成立。又问，你们团队呢？我说还没开干。对方就笑了。      <br><br>这笑我记到现在。时隔三年，期间我见过很多想创业的人，我经常听到的一些问题往往是，怎么把 VC 的钱搞到，是不是可以先兼职做一段时间，找个外包团队开发出一个 demo，我的绝密想法不能告诉你……听完，我也会一笑。       <br><br>笑的原因很简单，这些创业擦边球的问题会杀死你的执行力。任何一个你此刻正在构思的想法，无论大小，至少有 1 万个人已经想过，但真正立刻动手开始执行，坚持 1 年的人，可能一个都没有。如果你是那个人，那才有机会。     <br><br>我感觉创新工场只会给这样的人机会。这绝不是苛刻，而是真想帮，全宇宙的人都会帮你，不只是创新工场。       <br><br>最后推荐你看看一个问题：<b><u>如果一个4人团队没有互联网方面的技术实力，但有很好的创意和强大的执行力，他们能否获得创新工场助跑计划的青睐？</u></b> <a href=""http://www.zhihu.com/question/19759843"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1975</span><span class=""invisible"">9843</span><span class=""ellipsis""></span></a>"
1324394099,如何看待新浪微博增加的发私密微博功能？这是要满足什么需求呢？,不流通的信息有两种作用：  <br><br>1）给自己看，这就是一个日记本。新浪微博是一个随时随地都会去刷的东西，频率肯定比一般的日记本高，用来写日记正好，反正微博天然就把时间流水帐给你排列好了，另外能在碎片时间写超 140 个字的人没几个，微博支持拍照，地点位置等功能，这是很小白友好的。  <br><br>2）或者给亲密的人看，还是一个日记本，但价值比纯私密的日记本大，写给特写人看的东西，会有很高的黏性。信息流上是增加了微博的流通管道。 <br><br>虽然写日记成本高，但无论 1 还 2 都是正常需求，2 的动力会更大些。
1324396727,知乎的「领域」是什么？,"<b>领域功能已下线，我们会提供更好的探索知乎的方式。</b><br><br>领域就是知乎上的话题圈，通过一组话题来把这些话题下的内容汇集起来。      <br><br>去年这个时候，知乎上的内容主要以互联网，科技，创业和投资为主，随着知乎的内容和用户增加，很多的不同于初期内容的话题开始不断成长，知乎逐渐丰富起来，慢慢有音乐·电影·图书，生活·旅游，酷知识，商业，体育，职业与成长，社会·人文这些领域的内容。      <br><br>创造内容的过程，有价值的内容也要沉淀下来，于是我们把这个沉淀产品化了，就产生了领域。      <br><br>你可以访问 <a href=""http://www.zhihu.com/class"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/class</span><span class=""invisible""></span></a> 立即开始使用。 "
1324408088,你如何看待 Google 搜索组更名为“知识集团”?,这是大势。  <br><br>逻辑上，数据、信息和知识是递进关系。  <br><br>拿互联网企业发展举例子，最初解决的是数据的问题，解决好这个问题的公司都上市了，这主要都是 IDC 公司，插根网线就有数据流。  <br><br>有了数据层面的保证，信息才可能被解决好，雅虎，Google 都是解决信息查找的公司，方式不一样，最后 Google 的方法成本更低，效率更高，Google 就很快超越了雅虎。在这个过程中，Google 处理的信息绝大部分是网页信息，这些信息都是从线下资料搬上网的，Google 对这些页面索引，输入关键词就有排序结果，全世界都用上了搜索引擎。所以，Google 的使命也就是整合全球信息。  <br><br>对信息的索引，Google 已经做的很好了，服务器每天还在不停抓取，但是，有些东西搜索引擎索引不了，或者说不是常规处理信息的方式可以处理的。知识就是搜索引擎很难处理的东西，首先，其大量存在于个体的大脑中，而非现成资料里，其次，知识、经验和观点都是场景化的，并且不断需要更新。Google 现有的能力只能达到处理好维基百科这样的知识条，但却无法去结构化人的大脑。  <br><br>我想，这正因为 Google 看到趋势，因势而变的举动吧。
1324456041,如何加入知乎团队？,"可以直接给我写邮件 v [at] <a href=""http://zhihu.com"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com</span><span class=""invisible""></span></a>。"
1324457205,您觉着知乎以后会变成百度知道吗？,不会。
1326118215,怎样开好董事会会议？有哪些关键的原则和要点？,"一家在波士顿的VC，OpenView Partners，的合伙人 Firas Raouf 关于软件/互联网公司和公司治理写过一系列文章：<a href=""https://link.zhihu.com/?target=http%3A//blog.openviewpartners.com/author/firasraouf/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">blog.openviewpartners.com</span><span class=""invisible"">/author/firasraouf/</span><span class=""ellipsis""></span></a> <br><br>关于董事会议，提到下面几点：  <br><br>- 创业公司不需要太正式的董事会议，但需要更经常、更短的会议。每季度开一次太少，CEO 应该每周和有经验的董事通电话。  <br><br>- 相比之下，当公司进入稳定增长（即 scalable），董事会议不用太常开。  <br><br>- 如何开一个高效的董事会会议（有经验的 CEO 往往不喜欢开董事会，因为要做准备而且要费力向对公司不知情的董事解释当前状况。但是高效的董事会议应该是有成果、有启发。参加的人应该已经很了解公司，而且带来专业知识和洞察力。如果会议开的痛苦、没有结果，应该是 CEO 的错。）  <br><br>1. 对会议的准备不必很痛苦：公司的核心管理团队应该事先讨论各自部门做的对的、不对的，和下一步方向（并且用有说服力的分析方法），并各自做总结（也是为了他们自己用），这些总结提交给董事会，可以让董事们快速了解公司的情况。  <br><br>2. 让董事们在会前有准备：会议之前 3-5 天，就应该发出需要董事了解的信息（如公司季报、财务，和其他重要信息），同时如果董事们有问题，应该在会议前就提出并得到回答。CEO 应确保董事们确实有所准备，如果怀疑哪位董事可能没时间，建议私下里单独提醒。  <br><br>3. 会议应集中在两到三个战略议题上：想想会议的主要目的，并且在会议一开始就列出来。其他的不用在会议上讲，或者应该留在会议最后。  <br><br>4. 考虑在会前与每个董事单独沟通：如果有重要战略议题，争取顺利通过，不要让会议变成论坛或辩论场。事先就应该知道每个董事会怎么投票。  <br><br>5. 会议时间：尽量照顾大家出行起居的便利，最好在会议之前或之后有午饭或晚饭，以便管理团队和董事们有机会在轻松的氛围里沟通。  <br><br>6. 早点计划会议：最好一年结束之前就计划好下一年何时开董事会（请考虑到 VC 投非常多项目）。  <br><br>7. 要求所有人都亲自参加：应该只有在紧急情况下才可以通过电话的方式，如果会议对在哪个董事看来不重要，她/他应该放弃这个位置。  <br><br>感谢裘伯纯Benjamin（<a href=""http://www.zhihu.com/people/benjamin"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/people/benjam</span><span class=""invisible"">in</span><span class=""ellipsis""></span></a>） ，这些好建议都是他给我的。"
1326119012,如何提高提问的能力？,"如何在知乎上提好问题，可以参考我之前的回答：<a href=""http://www.zhihu.com/question/19555761/answer/12216704"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1955</span><span class=""invisible"">5761/answer/12216704</span><span class=""ellipsis""></span></a>"
1326352914,只阅读不问答的知乎用户应该被如何定位？,只阅读不问答并不代表不参与。<br><br>知乎的阅读用户一直在参与知乎，《认知盈余》里大概有一段话：参与是一种行为，每个参与者的出席很重要，他们在看到或听到某些东西时，他们的回应是活动的一部分。参与者会给反馈，而围观者不会。<br><br>单纯的阅读就像是在看电视，你可以一直看，但你永远无法参与其中，在知乎不是这样的，每个人都是参与者。
1326725806,知乎能不能设立一个投票功能来让用户决定一个问题是不是有讨论价值？,不能，因为一个问题的被人关注时，其实这就是用户在对这个问题「投票」了。
1326811625,《认知盈余》中提到「你可以拥有大量的用户、活跃的用户群、志同道合的用户群，但是只能三选二，因为你不可能将三者同时拥有。」为什么必须三选二？,我觉得这是翻译的不到位。原意应该是指不可能拥有一批海量的、活跃的而且志同道合的用户群。<br><br>书中是举了例子来说明此道理的，比如 facebook 就无法同时做到这三点，facebook 可以拥有高达 6.87 亿的海量活跃用户[1]，但他们中没有任何一个人体验过作为一个 3 亿用户的团队中一员的感受。相反，facebook 的用户都集合成了更小的团队。再比如，你可以和 6 个人举行一场亲密的晚餐宴会，但对于 60 个人来说就不可能，多意味着不同。在一个小团体里，每个人可能都紧紧相连，但随着系统的扩大，这种可能性便消失了。<br><br>其实我觉得重点不在这句话，而是这句话之后的结论「每一个希望大规模驾驭认知盈余的服务都会面临这种此消彼长的关系。」<br><br>[1] 截至 2011 年 6 月，据 Inside Facebook Gold 发布的数据，facebook 活跃用户达 6.87 亿。
1326964361,为什么豆瓣的员工都那么「豆瓣」呢？,如果问题中提到的「豆瓣」是指一种文化，那就很好理解了。<br><br>豆瓣已经是一个大社区了，一个社区想要规模化运转，一定需要 4 个要素，第一是规模，多才不同，不同即丰富；第二是成本，沟通交流成本要足够低，否则社区运转速度会很慢；第三是清晰度，每个用户都明确从社区中可以干什么，获得什么；第四，这也是最重要的，最容易被忽视的，就是文化。<br><br>可以说，前三点是基础条件，是水，土壤和空气，而最后一点将决定社区最终成长方向，气质，以及社区里人与人形成的关系。文化的形成，和社区的创建者，维护者分不开，两者在基因上是同一段 DNA。<br><br>一家公司的产品文化和团队文化是一种文化。所以，豆瓣给豆瓣的用户什么感觉，豆瓣团队也会给别人什么感觉。当然这个结论不能由我下，但我觉得应该就是这个道理。前不久见到阿北，和他聊天时，他说他在知乎有时候会很亲切的感觉到某个回答者是豆瓣的用户，我问他如何判断出来的，他说这是一种感觉，其实这种感觉背后就是豆瓣的文化。<br><br>文化是一种摸不着的东西，但你会很依赖它。说个故事，昨天我刚见了一位朋友，有一家房地产基金邀请他以合伙人的身份加盟，他正值而立之年，也想换个环境，找新机会，就欣然前往赴面，结果谈下来，发现对方满脑子都是如何快速变现，如何把钱从银行搞出来，最后，他放弃了，问他原因，他说「钱倒是真可以赚，但文化代沟太大，没法去。」
