发布时间,问题,回答
1310472175,知乎在新浪微博上的宣传是否带有炒作的嫌疑？," 恩，我来回答一下吧。：）<br><br>知乎的官方微博账号，如果大家有长期关注，会发现我们一直在持续地将社区里的好内容推荐出去，而且我们有信心，推荐的都是好内容。<br><br>将好内容推荐出去要达到什么目的呢？我想，大家都看得出来，无外乎是——让微博上合适的用户因此关注到知乎；让新用户发现知乎的价值；让老用户有一个另外的渠道看到自己可能错过的内容；让外界了解知乎的想法、进展、定位、品牌等等。<br><br>举个例子，知乎上有很多神帖、举手帖、情感帖，但我想，大家都没见过知乎官方微博推荐过吧？知乎希望推荐的，都是干货。<br><br>许明静关于新浪微博数据库的回答，算不算干货？可能有一些知友觉得不同意。但，我们为什么要推荐呢？事实上，在推荐之前，我们的工程师看过这个回答，认为这个回答有点偏基础性的分析，对外推荐之前，已经有做过 SNS 的工程师在这个回答下的评论里也有类似观点。但，我们仍然推荐，是因为——<br><ul><li>总体而言，许明静回答的基本思路是不错的，可以说，是一个简版微博的架构，但新浪微博的架构肯定比这复杂太多。</li><li>新浪微博是近年来中国互联网上最优秀的产品之一，是少有的面向未来（社会化和移动化）的互联网产品。就其产品和运营层面而言，是国内很多互联网创业公司——包括知乎——的学习对象，因此，新浪微博也是知乎上最活跃的话题之一，关于新浪微博产品的精彩讨论在知乎上就非常多。</li><li>但知乎上大部分关于新浪微博的讨论，多集中在产品和运营层面，关于技术的讨论还不够多。因此，你想想，当你看到一篇技术帖，非常认真地对此进行分析，并且提供了一个比较清晰的思路，只是整个架构还略显简单了点，大家是不是觉得挺值得拿出来让更多的人来讨论一下？</li></ul><br>我们在知乎，有一个非常好的习惯，就是一旦发现一个很认真、有质量的用户，我们就会点开来看他/她所回答过的所有问题，看看水平如何，是否值得我们关注，或者推荐。如果你有每天浏览知乎<b>「发现」页面</b>（<a href=""http://zhihu.com/explore"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com/explore</span><span class=""invisible""></span></a>）的习惯，你会发现我们每天都在推荐一些不错的用户。这些用户是从哪里来的？就是以我们发现许明静的方式发现的。<br><br>从这天起，我们也总结觉得，知乎的官方微博，不应该只推荐内容，还应该推荐好用户。插一句，这也正是创业小团队的进化方式：边跑边学，以赛代练。所以，我想大家都看到了，知乎官方微博在昨天、今天也都分别推荐了 Pirate Henry、Filestorm 两位用户，这两位都是理科男吧？都很小众吧？<br><br>至于我们是不是在推美女，我觉得，大家扪心而论，今天我们是不是称谁都是美女？当然，许明静之前用的头像确实很好看，但我们昨天、今天推荐的 Pirate Henry 和 Filestorm 是不是一样附了头像。为什么？因为在微博上，附了图的总是更能得到用户重视一些。我们推这两位理科男的时候，「知乎在新浪微博上的宣传是否带有炒作嫌疑？」这个问题还没出来吧？<br><br>最后，再审阅一次这个微博的内容——<br><blockquote>许明静 同学，主攻天体力学的美女，从数据库、Cache 等 4 个层面，详尽地分析了「新浪微博数据库是如何设计的？」（全文 <a href=""https://link.zhihu.com/?target=http%3A//t.cn/a0b1dR"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.cn/a0b1dR</span><span class=""invisible""></span></a> ），引发不少 SNS 工程师的热烈讨论。欢迎新浪微博的同学来验证！另附上许美女的个人页面，回答个个精彩：<a href=""https://link.zhihu.com/?target=http%3A//t.cn/a0bgRC"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.cn/a0bgRC</span><span class=""invisible""></span></a> ［知乎注册：<a href=""https://link.zhihu.com/?target=http%3A//t.cn/ap5tR7"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">t.cn/ap5tR7</span><span class=""invisible""></span></a></blockquote><ol><li>没有对许明静的回答进行质量方面的评价。但，不要误会，我们认为它是值得推荐的，因为我们相信，在对技术讨论不够热烈的中国互联网上，即使是一个基础架构的分析，只要认真、靠谱，那么，这样的内容对于感兴趣的大众来说，是利大于弊的。</li><li>我们希望能引发更多讨论，因此还明确说了：欢迎新浪微博的同学来验证。事实上，当天晚上，新浪微博的首席架构师 Tim Yang 就登录了知乎，只是遗憾的是他并没有参与讨论。</li><li>「许同学的回答个个精彩」，我个人仍然是认同这个判断的。</li></ol>"
1310475583,我该邀请怎样的人来知乎呢？, 我觉得官肇宁说得已经很好了，我再补充几个——<br><ul><li>认真的</li><li>对世界充满好奇的</li><li>喜欢与聪明人交流的</li><li>肚里有货的</li><li>崇尚互联网的平等、自由、分享精神的</li></ul>
1310476525,知乎为什么不添加浏览某人主页时赞同其赞同的答案的功能？, 我们最初设计的时候，考虑过这一点，当时的想法是，如果用户在某人主页上就可以直接赞同，有可能就会失去动力点进去这个问题查看其他更多回答。我们还是希望用户能多看看一个问题下的多个回答之后再进行赞同或反对的判断的。<br><br>当然，我们也在考虑这样是否给用户也带来了一些不便。我们会继续收听用户对此的反馈，以做进一步考虑的。：） 
1310519549,知乎是否也会像微博一样成为造谣机器？, 恰恰相反，知乎比微博更容易粉碎谣言，原因有——<br><br>1. 知乎采用投票来决定答案的排序，除非一个问题能成功地挡住知情人/当事人不回答、不赞同，并且挡住那些平时在知乎社区里或者互联网上积攒了良好信用和声誉的用户不回答、不赞同，否则真实的声音肯定会被顶到最上面，从而让谣言回答自破。<br><br>2. 微博由于其信息短、易复制、易扩散、无中心等特点，使得一个谣言的创建成本低、辟谣成本高。在微博上，一个谣言，造谣的那条和辟谣的那条，权重是一样的，但由于前者先散布出去，每一条被转发，就是一次新的创建，而每次创建，由于脱离了原作者和上下文，其影响已经再难收回，对于辟谣者来说，他必须保证自己的传播效力比造谣的更大，否则十条造谣和一条辟谣，对比之下是很不利的。<br>　　而在知乎上，虽然整个社区也是去中心化的，但信息都会围绕「问题」的节点展开，而在每个问题下面，每个回答都有了上下文，其他用户更容易对回答的靠谱程度做出判断。知乎上，答案的投票排序机制，保证了即使只有一个辟谣、十个造谣，辟谣的回答也能被顶到造谣的上面，为什么一定会被顶上去？参看本回答第一条。知乎上，每个回答可被作者修改、删除，以及被其他用户点击没有帮助而折叠，都是用户自己和社区在帮助清扫垃圾的机制。知乎上，每个问题可以被用户共同编辑和修改，也保证了有强烈倾向性的问题不会持续存在。<br><br>3. 造谣者会因为自己的造谣，破坏自己在知乎社区里的信用和声誉。每个人都因为自己的回答而在知乎社区里建立了信用和声誉。对于在知乎上已经建立了信用和声誉的用户，造谣是一种非常不利于自己的行为。<br><br>4. 一个没有信用和声誉的用户，即使造谣，影响力也是小的。知乎上曾经有用户讨论过，是否要给一些优质用户增加投票的权重，有用户反对这种做法，他们列出的其中一个原因，我很赞同，是说这些优质用户凭借自己的信用和声誉，本来就比其他用户得到更多人的关注，他们的回答更容易得到高票，他们赞同的答案更容易引来人们的仔细阅读。因此，如果一个造谣的回答，被很多用户投了赞同票，但其中鲜有优质用户，而另一个知情人/当事人的回答，被很多优质用户投了赞同票，我想作为浏览者，即使我们不盲从，我们也会比较认真地对比这两个回答，从而更容易得到客观的判断，而不仅仅是看见了就转发。<br><br>5. 一个用户，要为了在知乎上成功造谣，需要先花相当一段时间，回答很多问题，并且提供非常优质的回答，将自己培养和塑造成意见领袖，然后才便于传播谣言，这对造谣者来说，是不是成本也太高了？<br><br>当然，知乎也不可能完美地抵制一切谣言，但至少上述原因确保了知乎上谣言更少，或者谣言产生后，更容易被粉碎。事实上，知乎上已经出现过一些谣言，但都被轻易的破除了。 
1310643347,为什么知乎只有中文简体版，没有繁体版？, 暂时没有考虑，因为用户不同。小团队，先服务好一个市场，攒好了力气，再说其他。<br><br>当然，说不定某一天，知乎冷不丁地成为了港台用户的一个热门选择，到时候我们当然会考虑的啦。 
1310783870,公司怎样处理内部员工恋爱问题？, 我所知道的大公司有如下几种做法——<br><ol><li>坚决不允许。但实际上，这是很难执行的。</li><li>同一个 P&amp;L 的不行。同一部门内，比较难平衡大家的利益。</li><li>利益冲突的，不行。比如，A 报销需要 B 签字的，A 和 B 就不允许，因为这涉及利益冲突。</li><li>直接的上下级，不行。其实这个道理同 3。</li></ol>
1310796441,知乎大概多久对外开放？," 这问题我回答过了，减排环保起见，请参看此问题： <a href=""http://www.zhihu.com/question/19685369"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1968</span><span class=""invisible"">5369</span><span class=""ellipsis""></span></a> "
1310916684,顾惜朝：你的回答严重伤害公正，我代表我自己退出知乎！, 顾惜朝的回复，是代表知乎团队的。<br><br>关于知乎团队是否严重伤害公正，可以拿出来在这个问题里进行讨论，这也正是这个社区逐步完善自运营机制的过程。：） 
1310998307,为什么知乎不可以换注册邮箱？, 不是不让换，呵呵，是暂时还没开放这个功能，不过以后一定会有的啦，不用担心。：） 
1311232310,知乎上不能搜索话题吗？, 能啊。直接在页面顶部搜索框中输入关键词，即可从下拉菜单实时推荐中看到相关话题。 
1311265094,建议反馈能不能新开一个问题或者换一个方式？因为现在的高楼已经让我不是很高配的本本几乎达到100%崩溃率了, 您说得对，我们这个建议反馈的方式需要换一换了。给我们点时间改进吧～ ：） 
1311272495,为什么很多人都喜欢给自己加上 “创始人” 这个头衔？,<b>创始人是个身份，是不会随时间而变化的。</b>相比之下，CXO、总裁啥的，则是一个头衔，可能随时要让出来。<br><br>创始人有<b>发明者、开创者、发起者</b>的内涵，多好。<b><br></b><br><b>简历里写上「XX 创始人」，跟浮躁没关系。</b>如果他做过的这个 XX 网站很牛鼻，你看见这样的简历，会觉得他蛋疼吗？如果他这个 XX 网站很差，你看见这样的简历，更多是会觉得他傻，而不是浮躁吧？<br><br>至于「联合创始人」这个身份，<b>对于一个创业团队来说，有联合创始人比没有强。</b>创业是一件压力很大的事情，如果没有联合创始人，会很艰苦。好的投资人，尤其是早期投资人，会比较在乎一个人是不是有搭档，换言之，有两个或者三个联合创始人的项目，靠谱程度高过只有一个创始人的。<br><br>简历里写上联合创始人，但其实不是，这样的人，跟浮躁也没有关系，而是跟自我认知有关系，或者跟诚实度有关系。<br><br>在简历里写上是「创始人」的，反而让看简历的人不爽，我想，这还有一个原因是中文翻译的问题。Founder 在英文里有非常高的自我认同，但这个词本身又比较平和，founder 只针对行为，不涉及高下评判。但在中文里，「创始人」这三个字有了一个奇怪的光环。这有点像英语里的「boss」和中文里的「老板」有着天大的区别。 
1311424428,奢侈品网站的进货渠道都有哪些？,"根据我有限的知识，目前国内比较知名的奢侈品网站，进货渠道大多是意大利的 Multi-brand Stores。  <br><br>Multi-brand 类批发商，可以自己在订货季向品牌商直接订货，然后他们批发给那些没有买手资格、无法直接去向品牌商下单的其他零售业者。  <br><br>但由于奢侈品品牌商都是按单生产，不会破单制作，因此，一款衣服或者包包，到了时令中间，如果卖完就没有了，品牌商是不会单独为你加做的。  <br><br>所以，从 Mutli-brand 那里拿到的货也是一样，虽说是当季货，但只能看 Multi-brand 还剩什么就买什么，剩多少就买多少，剩什么尺码就买什么尺码，没得挑。  <br><br>另外有一个问题也是讨论这个的，回答都比较靠谱，请参见——  <br><b>国内哪家奢侈品网店解决好了货源问题？是如何解决的？</b>  <br><a href=""http://www.zhihu.com/question/19571748"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1957</span><span class=""invisible"">1748</span><span class=""ellipsis""></span></a>"
1311495609,动车上有没有类似飞机黑匣子的装置，主要存储哪些关键信息？," 有，叫“行车记录器”。可参看此问题——<br><b>D301 的行车记录器对于调查事故原因作用大吗？</b> <a href=""http://www.zhihu.com/question/19784251"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1978</span><span class=""invisible"">4251</span><span class=""ellipsis""></span></a> "
1311580628,知乎不能分享某个问题吗？, 1. 知乎现在能够分享任何一个问题，只要把该问题的链接发给朋友，或者发到微博上，其他人点击进入后，就可以看到这个问题，如果你的朋友没有知乎账号，也可以看到这个问题的标题，并且可以直接申请注册，不需索要邀请码。<br><br>2. 知乎目前还不能直接分享回答，但是，恩，我们正在搜集大家在这方面的反馈，看看接下来怎么应用到产品中去。 
1311699084,为什么知乎上很多人要重复别人已经提出的观点，而不是好好看一遍别人的回答，再判断自己的回答是不是有附加值呢？, 的确有时候会看到这样的一些情况出现，我想，面对这种重复观点的最好反馈，就是点击没有帮助，令其折叠。<br><br>不得不啰嗦地补充——<br><br>有朋友担心，仅仅因为别人说过了类似或者更好的观点，自己的回答就被折叠，这会抑制用户贡献自己的思考。<br><br>我的想法是：我们不是反对思考，而是反对重复。如果发现有人和你观点相同，那就大大方方地赞同对方吧。<br><br>如果吝惜赞同，非要提出重复或类似的观点，反而会让知识难以通过赞同来实现聚合。<br><br>如果每个贡献了优质内容的人都得不到赞同，满篇重复的「独立」观点，这才会真正抑制用户持续的贡献动力。 
1311702106,知乎的答案“按时间排序”为何不是双向的？, 因为——<br><br>如果用户想要将所有的回答都看一遍，这个需求，通过默认的按票数排序，就已经能做到了，无需将其变得重复。<br><br>如果用户没有时间将某个问题下的回答全部看一遍，只想看最好的回答，这个需求，通过默认的按票数排序，也能满足了。<br><br>如果用户曾经看过某个问题下的很多回答，没有时间来细细找出哪些是新增的，免得一些优秀的新回答被淹没，那么，这个需求，就是通过从后往前的“按时间排序”来满足的。 
1311908190,今天下午活动中，黄老师提到的音乐人在知乎的账号是？," 是的，这个活动叫 MG101，你可以搜索【MG101】这个话题。<br>地址如下：<a href=""http://www.zhihu.com/topic/MG101"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/topic/MG101</span><span class=""invisible""></span></a> "
1312100859,记得黄老师以前在Quora上有个习惯，关注自己的人你一定会回头关注他。为什么这一习惯没能在知乎延续呢？, 知乎上关注我的人更多，一方面是到目前为止申请注册知乎的用户有很多是通过我的账号发出的邀请，另一方面是我在知乎上高度活跃，也被人关注得多。数量太多，所以恕我无法一一关注回去，因为这会让我的首页时间线非常臃肿，难以阅读。<br><br>当然，还有一个重要原因是，知乎上每个人的关注者是有上限。<br><br>事实上，我现在 Quora 上也已难以保持这个习惯了，也是因为担心过多的关注会导致时间线效率变低，这和在微博或 Twitter 上难以关注每个关注你的人是一样的道理。 
1312122813,知乎里面的罗玉凤是不是真的，如何判断证实？,"<ol><li>经过多个途径查证，我们发现知乎上这个叫罗玉凤的用户（<a href=""http://zhihu.com/people/luo-yu-feng"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com/people/luo-yu</span><span class=""invisible"">-feng</span><span class=""ellipsis""></span></a>），并非罗玉凤本人。</li><li>根据<b>知乎社区规范</b>，用户若冒充他人，会被视作侵犯知乎用户或他人权益的行为而被处理。</li><li>知乎已经将此冒名用户挂起，并邮件与此用户沟通。<br></li></ol><br>关于知乎社区规范和用户名管理细则，可参阅——<br><ol><li><b>知乎社区规范的全部指导原则和用户管理细则有哪些？ </b><a href=""http://zhihu.com/question/19790711"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com/question/1979</span><span class=""invisible"">0711</span><span class=""ellipsis""></span></a></li><li><b>知乎的用户名管理细则是怎样的？ </b><a href=""http://zhihu.com/question/19791408"" class=""internal""><span class=""invisible"">http://</span><span class=""visible"">zhihu.com/question/1979</span><span class=""invisible"">1408</span><span class=""ellipsis""></span></a></li></ol>"
1312198451,知乎是根据什么标准审核新申请注册的用户的？, 知乎登录界面上的申请注册链接是8月1日加上去的。<br><br>我们希望，趁着知乎还在测试期，能尽可能地保持一个明确的进入门槛。这个门槛，不是智商，不是头衔，不是亮闪闪的简历，而是认真。<br><br>知乎喜欢认真的人。认真地提问，认真地回答，认真地看别人的回答，认真地给好回答投赞同票，认真地给不好的回答点击没有帮助，认真地参与讨论。<br><br>因此，知乎对于注册申请的要求也很简单：认真。<br><br>所以，认真地填写姓名和个人介绍的申请者，通过率就高。<br><br>不认真地填写的申请者，通过率就低。 
1312415121,在知乎的问答被转载到站外，并被百度抓取，我该怎么保护自己贡献的内容？," 这是个好问题，可参阅——<br><br><b>把知乎回答转帖到自己博客上，是否应该先通知作者、并征得作者同意？</b><br><a href=""http://www.zhihu.com/question/19753489"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1975</span><span class=""invisible"">3489</span><span class=""ellipsis""></span></a> "
1312415407,知乎如何避免实名用户的问答内容被转载到外网？," 这是个好问题，可参阅——<br><br><b>把知乎回答转帖到自己博客上，是否应该先通知作者、并征得作者同意？</b><br><a href=""http://www.zhihu.com/question/19753489"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1975</span><span class=""invisible"">3489</span><span class=""ellipsis""></span></a> "
1312426938,App 的正确中译名是什么？, 「应用程序」，可简称「应用」。 
1312478853,乔布斯在 WWDC 主题演讲中说的那句「It just works.」怎样翻译成中文能表达出同样微妙的意思？, 真的好用哦，亲～ 
1312517396,「有效期半年，多次入境，停留期30天的签证」是允许每次停留 30 天，还是总共停留 30 天（累加）？, 我本来的回答是，「每次停留30天，半年内想去就能去。」<br><br>后来，提问者苏菲在评论中告诉我，她「刚打通了签证中心的电话，人家说是2.」，也就是——<b>半年内不管去几次，总共停留 30 天。</b><br><br>不过，我还是很好奇，这是哪个国家的签证要求？我记得我拿到的美、英等国签证都是多次入境，每次都可以停留 30 天。 
1312725795,知乎团队能否考虑在知乎问题添加一个分享到人人网、新浪微博等等的功能？, 多谢建议！我们正在收集这方面的用户反馈，琢磨琢磨这事儿该怎么做。：） 
1312821543,为什么一些知友的业余爱好是语音学和音韵学？, 我说一句看起来很像是「没有帮助」的回答，但的确是答其所问的！<br><br>知乎这个产品的目标之一，就是能让不同的人在这个网站上——<br>1）通过社会化的聚合机制，能找到同好；<br>2）通过社会化的匹配机制，能和人建立高质量的交流，挖掘他们脑中的价值；<br>3）通过社会化的传播机制，将他们脑中的这些价值放大。<br><br>因此，我非常高兴看到知乎上能聚集起这么一个从事或爱好音韵学的群体，不管是从业者还是爱好者，这个人群的出现和活跃正印证了知乎能够有着巨大的容纳力和拓展性。<br><br>所以，王婆卖瓜地总结：<b>知乎这样一个网站，就是应该能够容纳不同的群体的高质量交流的。</b>如果在某些领域还没有做到，那就是我们做得还不够好，期待大家多多给出建议、帮助和鼓励。 
1312861206,知乎是否只关注问答而不管道德是非？," 鉴于这个问题，既复杂，又不复杂，我来分点回答一下吧。<br><br><b>一、知乎管理员要不要做道德审判？<br></b><br>1. 知乎上不允许「<b>恶意攻击、辱骂、诽谤、骚扰他人</b>」的内容和行为。<br>（可参看《<b>知乎社区规范的全部指导原则和用户管理细则有哪些？</b>》<a href=""http://www.zhihu.com/question/19790711"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1979</span><span class=""invisible"">0711</span><span class=""ellipsis""></span></a>）<br><br>2. 道德规范，是随着地域、时间的变化而变化的。彼时认为不道德的，此时认为道德；彼地认为不道德的，此地认为道德；彼人认为不道德的，此人认为道德。用一时、一地、一人的道德判断，作为一个群体的道德判断，这是一件很难的事情，并且是一件难以执行的任务。<br><br>3. 一个社会的部分基本的道德规范，已经上升成了法律规范。比如不能杀人防火，不能奸淫掳掠，不能诽谤中伤。违反法律法规的，知乎管理员处理起来是很简单的。<br><br>4. 对于没有上升为法律规范的道德规范，如果知乎管理员自己来充当这个道德判官，这个社区估计就要疯掉了，因为知乎管理员就会变成一个试图迎合每个人道德判断的审判小分队，永远不能让任何人满意，同时又永远会侵犯部分人。<br><br>5. 事实上，让任何人来充当这个道德判官，都会毁掉一个追求高质量内容的社区。<br><br><b>二、知乎管理员应该维护什么原则？</b><br><br>1. 所谓高质量内容，必来源于高质量的智力分享和讨论。高质量的智力分享和讨论，有一个很重要的前提，就是不作道德判断，但要维护创造和分享高质量内容的门槛。正如@vasinvieplivee 所言，扯上道德判断，于讨论只有害而无益。<br><br>2. 什么东西更利于高质量内容的产生和分享？我们认为，是这样一个基本的氛围：一个善意的、建设性的、能鼓励人做出深入分析和清晰阐述、不会打击人讨论和分享的积极性的氛围。<br><br>3. 维护这样的基本氛围，就要反对甚至不容忍一些会破坏这个氛围的行为和内容，同时严格保持中立。如果您在阅读《<b>知乎社区规范的全部指导原则和用户管理细则有哪些？</b>》时，发现有任何非中立的原则，请督促我们修正。我们非常认同@于红红 所说的观点：道德不是特权，不是棒杀他人的武器；正义与善意同行才会有好结果。<br><br>4. 知乎上如果出现违反法律法规或违反社区规范的内容或行为，请直接举报。<br><br>5. 知乎管理员在对待违反法律法规或违反社区规范的内容，<b>都会立即删除</b>。如果您认为这些规范中有一些东西不应该立即删除，应该缓一缓，让用户先爽一下，反正也不会有害，可以试图说服我们。<br><br>6. 删除前是否应该先通知一下用户本人？这点的确值得商榷。如果我们未通知即删除的做法让部分用户感到难受了，对此我们表示道歉。同时也感谢各位用户的热心反馈，我们接下来会把工作做得更细致一些，比如删除的同时发出一封私信通知，不过这需要在产品机制上做出改进，请给我们一些时间。至于是否要保存一份用户被删除的内容，我的建议是：如果您觉得您的内容有可能违反社区规范，还请自己保留一下。举个例子，每天都有零零星星的用户在知乎上骂人「傻逼」，这种内容，我们直接删了，没有留底，还请多包涵。<br><br><b>三、基于上述原则，我们如何判断一个内容或行为是不妥的？</b><br><br>1. 知乎不允许恶意攻击、辱骂、诽谤、骚扰他人。那么，什么行为算是恶意攻击、辱骂、诽谤和骚扰？抱歉，这个我们只能使用公序良俗来判断，不可能一一穷举。语言是多变的，上到人民大会堂、CCTV，下到中小学校、剧场影院，都不可能给你一个详细的恶意攻击语言列表。<br><br>2. 那么，作为一个用户，我自己怎么判断我说的话是不是辱骂？我不觉得是辱骂，为什么你们会觉得？比如，提问者很想知道，为什么说「贱男」是对他人的攻击？请允许我尝试举个例子吧，注意这只是例子——假如「三个女朋友，两个想和我结婚」的那个问题，如果改成「<b>我有三个女朋友，两个想和我结婚，她们为什么这么贱？</b>」，这就可以举报，甚至申请管理员删除。这是不是同一个道理？我知道这个例子会令部分女性朋友愤怒，但同样地，「<b>我有三个男朋友，两个想和我结婚，他们为什么这么贱？</b>」这是不是也应该修改、举报、甚至申请删除？将心比心，换个角度，就很容易判断什么是不合适的内容了。<br><br><b>四、那作为用户，我怎么才能不被这些问题气到？<br></b><br>1. 我个人认为那个「三个女朋友，两个要和我结婚」的问题很不怎么样，从道德上我也不支持那样的行为，如果你也不喜欢，我建议你可以取消对这个问题的关注。<br><br>2. 如果你发现有人特别爱回答这样的问题，也大可以取消对这些人的关注，甚至考虑拉黑。<br><br>3. 知乎会逐步完善其信息过滤机制，比如说如果你不喜欢某类问题，我们是希望未来这些问题不要推送给你，甚至不会出现在任何你会去的地方。不过，这些完善也非一日之功，也请给我们耐心和时间。：） "
1312881376,2011 年 8 月 7 日工体山羊皮乐队（Suede）演唱会的最后有人冲上台去干什么？当时的情形是怎样的？," 感谢提问者还给出了这个人的豆瓣主页。<br><br>当时我坐在二楼看台，离舞台还有一些距离，没看清楚他是怎么成功冲上舞台的。<br><br>按道理说，他应该冲过三层防线：一层是场地座位区的入口，第二层是场地座位区过道里密密站着的保安，第三层是舞台下围着的一圈类似于动物园的栏杆。<br><br>更何况，当时大家的注意力都在主唱身上，没有注意有人突然就冲到了舞台上，所以他怎么行动的，的确没看清。<br><br>唯一能看到的，是舞台右边的一个工作人员，动作非常迅速地冲过去拦腰抱住了他。他拼命地试图朝着主唱 Brett Anderson 的方向冲，整个上半身前倾，怎奈后面紧紧将他腰部抱住的那个保安力气真是很大，此人就像被大头针钉在桌上的一个甲虫，全身使力，但动弹不得。<br><br>然后，场地座位区的其他保安也冲了上来，很快就把他拉下去了。<br><br>整个过程大概持续了不过几十秒。<br><br>另外，至于他上台去干嘛，当时没人清楚。从这位朋友在自己的豆瓣说里和其他人的讨论来看，他好像上台只是想和 Brett Anderson 合唱一曲《Beautiful One》。(参见 <a href=""https://link.zhihu.com/?target=http%3A//www.douban.com/people/heyshady/miniblog/456237077/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">douban.com/people/heysh</span><span class=""invisible"">ady/miniblog/456237077/</span><span class=""ellipsis""></span></a>) "
1313094927,知乎的问题大多关于IT ，而人文类的话题很少，如何解决？,"您多提一些人文问题，多回答一些人文问题。<br><br>您邀请朋友来多提一些人文问题，请他们多回答一些人文问题。<br><br>知乎上已经有相当多人文方面的话题了，请看: <a href=""http://www.zhihu.com/class/culture"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/class/culture</span><span class=""invisible""></span></a><br><br>这个问题就解决啦。<br><br>---------- 虚心接受批评的分割线 -----------<br><br>评论里的@lapa 同学的批评非常对。知乎当然接受和鼓励人文话题，并且我们相信知乎这样一个产品未来是能包容很多不同领域的东西。只是现在如何激励合适的用户参与人文问题和回答的创建和分享，除了鼓励同学们回答之外，我们自己也要想更多办法。"
1313638534,获得斯坦福大学MBA学位的中国学生中，目前有哪些在创业的？,"<b>郭去疾</b>，<a href=""https://link.zhihu.com/?target=http%3A//Lightinthebox.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Lightinthebox.com</span><span class=""invisible""></span></a>，B2C外贸品牌。<br><b>董路</b>，兰缪，电子商务女性内衣品牌。<br><b>汪华</b>，创新工场，天使投资机构。<br><br>这三个人是同一届的斯坦福 MBA 同学。据汪华说，他们这届的中国 MBA 同学中，只有两个没有创业，其他的都回国来创办了自己的公司，并且都发展良好。可以邀请汪华来回答一下这个问题。 "
1314349555,使用了半年 Path，但从未用邮箱注册过，现在被强制要求使用邮箱登录，这个问题怎么解决？," 提出这个问题的@赵阿萌 同学，后来自己找到了解决办法。不过她填写在了问题的补充说明里，为了帮助后面还遇到同样问题的其他同学，我把答案转移到这里，并删除了不合适的补充说明。<br><br>解决方案如下——<br><br>1. Path 可以通过两种方式登录，一是用邮箱注册一个帐号，一是通过 Facebook Connect 登录。<br><br>2. 如果最早是用 Facebook Connect 帐号注册的 Path，那么有可能你是没有绑定邮箱的。<br><br>3. Path 这次更新了客户端之后，必须使用邮箱登录。因此就需要在自己的 Path 帐号里添加邮箱，并 Confirm 之。<br><br>4. 但手机版上没有直接用 Facebook 登录选项，因此，需要使用电脑，到 Path 网页版（<a href=""https://link.zhihu.com/?target=http%3A//path.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">path.com</span><span class=""invisible""></span></a>）里，用 Facebook 帐号登录，然后进入帐号设置，把邮箱填写为 Facebook 的注册邮箱，最后 Confirm 这个邮箱。<br><br>5. 然后，就可以使用这个邮箱登录 Path 了。 "
1314518182,知乎女用户应该如何对待那些恶意勾搭自己的男用户？,"1. 拉黑。    <br>2. 举报。    <br><br>上述两个办法可选其一，也可并用。如果接到这种举报，知乎管理员必根据知乎社区规范，严惩不殆。    <br><br>【参考链接】<b>知乎社区规范的全部指导原则和用户管理细则有哪些？ </b><a href=""http://www.zhihu.com/question/19790711"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1979</span><span class=""invisible"">0711</span><span class=""ellipsis""></span></a>"
1314639622,哪些电影的结局不是那种惯常的“善有善报，恶有恶报”？," 《狗咬狗》，非常残酷的一部片子，也相当好看。<br><br><b>《狗咬狗》</b>(2006)，香港<br>导演: 郑保瑞<br> 主演: 陈冠希 / 李灿森<br>豆瓣评分：7.8<br>豆瓣链接：<a href=""https://link.zhihu.com/?target=http%3A//movie.douban.com/subject/1853160/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">movie.douban.com/subjec</span><span class=""invisible"">t/1853160/</span><span class=""ellipsis""></span></a> "
