发布时间,问题,回答
1331142848,2012 年 3 月 8 日苹果媒体发布会有哪些亮点？,TechCrunch 的 MG-siegler 透露说，虽然关于 iPad 的很多功能和细节都已经曝光，但「至少有一个功能还没有被泄漏」。<br><br>有迹象显示，这个功能很可能是带有纹理触感的显示屏。<br><br>一家名叫 Senseg 的触感技术公司被苹果邀请来参加发布会，而这次发布会的标语是「We have something you really have to see. And touch.」 to see 是 Retina 显示屏的高分辨率， And touch 是显示屏带有纹理触感。
1331149170,苹果为什么不把新 iPad 叫做 iPad 3 或 iPad HD ，而要回归 iPad ？,我觉得一个说法比较靠谱，iPad 以后就跟 MacBook Air 、iMac 这些产品一样成为常规产品线，每一代名字不再需要更换，只有产品升级和型号变化。<br><br>这也意味着 iPad 在未来的升级可能会比较常规，不大会有特别显著的革命性变化。
1331187918,这两年 Jonathan Ive 在干什么？,"<figure><noscript><img src=""https://pic2.zhimg.com/50/30af78c37d2a8c48a5faf733c1d4fa19_720w.jpg?source=c8b7c179"" data-rawwidth=""267"" data-rawheight=""400"" class=""content_image"" width=""267""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='267'%20height='400'&gt;&lt;/svg&gt;"" data-rawwidth=""267"" data-rawheight=""400"" class=""content_image lazy"" width=""267"" data-actualsrc=""https://pic2.zhimg.com/50/30af78c37d2a8c48a5faf733c1d4fa19_720w.jpg?source=c8b7c179""></figure><br>Jonathan Ive 并没有“隐退”，而且仍然在做很多很重要的工作。<ol><li>新的 iPad 好像外形并没有变化，但其内部结构有很大变化。整个内部结构朝着 MacBook Air 的方向进化：主板微型化，从方块变成条状，大大减少体积，尽可能为锂电池留出足够多的空间。这也是为什么新的 iPad 分辨率翻倍之后，续航时间仍然能做到 10 小时。<figure><noscript><img src=""https://pic4.zhimg.com/50/80e46a201225c294710baed1a38c59b8_720w.jpg?source=c8b7c179"" data-rawwidth=""388"" data-rawheight=""225"" class=""content_image"" width=""388""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='388'%20height='225'&gt;&lt;/svg&gt;"" data-rawwidth=""388"" data-rawheight=""225"" class=""content_image lazy"" width=""388"" data-actualsrc=""https://pic4.zhimg.com/50/80e46a201225c294710baed1a38c59b8_720w.jpg?source=c8b7c179""></figure></li><li>MacBook Pro 这个中坚力量产品线今年夏天或秋天将进行彻底的升级，外形会更加轻薄，拿掉光驱，硬盘变闪存，主板微型化，电池很大，整体也是朝着 MacBook Air 的方向进化。有 13 寸、15 寸，甚至更久一点的 17 寸。每一个版本的外形都要重新设计，Jonathan Ive 和他的设计团队显然有很大的工作量。 另外，多年没有升级 Mac Pro 今年也会有较大的升级。外形变化尚不清楚。<br><figure><noscript><img src=""https://pic1.zhimg.com/50/78b27ab7fcd323259356ea16f61f7860_720w.jpg?source=c8b7c179"" data-rawwidth=""800"" data-rawheight=""561"" class=""origin_image zh-lightbox-thumb"" width=""800"" data-original=""https://pic4.zhimg.com/78b27ab7fcd323259356ea16f61f7860_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='800'%20height='561'&gt;&lt;/svg&gt;"" data-rawwidth=""800"" data-rawheight=""561"" class=""origin_image zh-lightbox-thumb lazy"" width=""800"" data-original=""https://pic4.zhimg.com/78b27ab7fcd323259356ea16f61f7860_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic1.zhimg.com/50/78b27ab7fcd323259356ea16f61f7860_720w.jpg?source=c8b7c179""></figure></li><li>我觉得 Jonathan Ive 现在最忙的是下一代 iPhone ，经历 iPhone 4S 的外形和内部结构都没有显著变化之后，外界对于「全新的」iPhone 的期望很高。 没错，苹果也确实在做一台全新的 iPhone 。这台 iPhone 的设计也是全新的，尺寸可能比现有的 3.5 英寸 iPhone 更大（很可能是 4 英寸），整体更薄，设备更宽，背部没有现在的玻璃，更像一个缩小版的新 iPad ，还有很多新功能，乔纳森很忙。<figure><noscript><img src=""https://pic1.zhimg.com/50/2211e9b631aa3201427ac49d06067669_720w.jpg?source=c8b7c179"" data-rawwidth=""437"" data-rawheight=""363"" class=""origin_image zh-lightbox-thumb"" width=""437"" data-original=""https://pic2.zhimg.com/2211e9b631aa3201427ac49d06067669_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='437'%20height='363'&gt;&lt;/svg&gt;"" data-rawwidth=""437"" data-rawheight=""363"" class=""origin_image zh-lightbox-thumb lazy"" width=""437"" data-original=""https://pic2.zhimg.com/2211e9b631aa3201427ac49d06067669_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic1.zhimg.com/50/2211e9b631aa3201427ac49d06067669_720w.jpg?source=c8b7c179""></figure></li><li>另外，年底或者明年初 Jonathan Ive 还可能带来另一件艺术作品，一台真正的 Apple 牌电视机（不是当前 Apple TV 这种机顶盒）。<figure><noscript><img src=""https://pic2.zhimg.com/50/302f675e34af88a9651c74bc2d38a013_720w.jpg?source=c8b7c179"" data-rawwidth=""558"" data-rawheight=""434"" class=""origin_image zh-lightbox-thumb"" width=""558"" data-original=""https://pic2.zhimg.com/302f675e34af88a9651c74bc2d38a013_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='558'%20height='434'&gt;&lt;/svg&gt;"" data-rawwidth=""558"" data-rawheight=""434"" class=""origin_image zh-lightbox-thumb lazy"" width=""558"" data-original=""https://pic2.zhimg.com/302f675e34af88a9651c74bc2d38a013_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic2.zhimg.com/50/302f675e34af88a9651c74bc2d38a013_720w.jpg?source=c8b7c179""></figure><b>更新</b>： 锺一勺 提醒，Jonathan Ive 并不主要产品内部结构的设计，主要还是在设备外形的工业设计。所以上述文字中关于设备内部结构调整的部分可以忽略，谢谢！</li></ol>"
1331274225,2012 年新 iPad 的成本比上一代 iPad 2 增加了多少？,"目前新 iPad 还没有详细的设备拆解和分析，不过《华尔街日报》引用 UBM 的分析（<a href=""https://link.zhihu.com/?target=http%3A//cn.wsj.com/gb/20120309/tec112742.asp%3Fsource%3Drss"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">cn.wsj.com/gb/20120309/</span><span class=""invisible"">tec112742.asp?source=rss</span><span class=""ellipsis""></span></a>）大致说明了新 iPad 成本主要增加了哪些：<br><blockquote>研究机构UBM TechInsights周四估计，以存储容量为16GB、支持4G网络且售价为629美元的一款全新iPad为例，其所用零部件的成本大约为310美元，也就是说，毛利润率(即扣除材料成本后的利润率)大约为51%。<br><br>相比之下，一年前iPad 2上市时UBM估计其毛利润率为56%，现在这一比例现已降至53%：这反映出零部件成本下降以及苹果本周公布iPad 2降价的影响。<br><br> 在UBM估计的零部件成本中，最引人注意的就是新款iPad使用的高分辨率显示屏。UBM估计苹果花在新显示屏上的成本约为70美元。相比之下，据其最新估计，iPad 2使用的显示屏只要49.50美元。<br><br>在成本中占比较大的另一个零部件是支持LTE技术的手机芯片。据UBM估计其成本要21美元，而iPad 2使用的3G芯片只要10美元。另外UBM估计，新款iPad使用的主处理器芯片要花费28美元，而iPad 2的主处理器芯片只要22美元。</blockquote>此外，新的 iPad 电池体积也可能更大，成本更高。之前有其他媒体估算，新 iPad 的制造成本要比 iPad 2 高 70 美元左右。"
1331664656,苹果的保密措施松懈了吗？iPad（2012版）发布之前消息就满天飞了。,"2012 版 iPad 发布之前，确实各种谍照和消息满天飞。我从 07 年底开始写 <a href=""https://link.zhihu.com/?target=http%3A//Apple4.us"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Apple4.us</span><span class=""invisible""></span></a> 关注苹果的新产品发布，几乎每一代产品都是如此，很少有重要新产品在发布前，外界仍然是悄无声息的。<br><br>但这不等于苹果保密措施松懈。<ol><li>苹果日常对员工的保密要求，以及对媒体的守口如瓶都是很严格的。<br></li><li>消息和谍照都不是从苹果公司泄漏出来的，除非苹果员工丢失 iPhone 4测试机那种事件算是苹果自己的失职。</li><li>苹果现有的产品线升级，很多细节可以通过供应链和下游的经销商的情况，以及苹果自己的市场策略来推测。<br></li><li>苹果是业界的焦点，人们喜欢推测苹果的新产品和规划。每一个细小的蛛丝马迹都会被人们察觉并拿来分析。</li><li>苹果新产品的谍照和传闻，基本都是越临近产品发布时间细节越清楚，因为产品都已经开始量产和装箱发货了，很难完全隐藏起来。但在新产品发布半年前，苹果的新产品保密可能要比其他公司好的多。要知道，当你看见苹果的一款新产品发布时，苹果已经在研发 1 年甚至 2 年后的新产品，但你很难知道细节。</li><li>在新产品发布的前期，一般 10 天左右，苹果也会预先给一些关系好的重要媒体放出一些风声，甚至提前给他们演示新产品。方便做好预热宣传，好在接下来发布时吸引大量的媒体注意力。</li></ol>"
1331705930,Pinterest 的用户群和内容都有哪些特征？,"<a href=""https://link.zhihu.com/?target=http%3A//Rjmetrics.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Rjmetrics.com</span><span class=""invisible""></span></a> 发布了两份关于 Pinterest 用户群和内容特征的调查报告（<a href=""https://link.zhihu.com/?target=http%3A//info.rjmetrics.com/blog/bid/53831/New-Pinterest-Data-What-s-Everyone-Pinning-About"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">info.rjmetrics.com/blog</span><span class=""invisible"">/bid/53831/New-Pinterest-Data-What-s-Everyone-Pinning-About</span><span class=""ellipsis""></span></a>），下面是其中的一些亮点：<b><br></b><ul><li>Pinterest 上最热门的板块（board）类别是：家庭（17.2%）、艺术和手工制品（12.4%）和美食（10.5%），再往下的类别分别是：教育/创意灵感（9.0%）、假期/季节（3.9%）、幽默（2.1%）、产品（2.1%）、旅行（1.9%）、孩子（1.8%）。<figure><noscript><img src=""https://pic2.zhimg.com/50/8cb189134aa2bec3b77f5c10d9e2c8ae_720w.jpg?source=c8b7c179"" data-rawwidth=""550"" data-rawheight=""428"" class=""origin_image zh-lightbox-thumb"" width=""550"" data-original=""https://pic2.zhimg.com/8cb189134aa2bec3b77f5c10d9e2c8ae_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='550'%20height='428'&gt;&lt;/svg&gt;"" data-rawwidth=""550"" data-rawheight=""428"" class=""origin_image zh-lightbox-thumb lazy"" width=""550"" data-original=""https://pic2.zhimg.com/8cb189134aa2bec3b77f5c10d9e2c8ae_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic2.zhimg.com/50/8cb189134aa2bec3b77f5c10d9e2c8ae_720w.jpg?source=c8b7c179""></figure></li><li>其中「美食」是增长最快的板块，也是被转贴（repin）最高的类别，比居第二位的「时尚/风格」分类的转贴要高出 50% 以上。<figure><noscript><img src=""https://pic1.zhimg.com/50/2d7aead74ee7932d7668f8e95cabbc08_720w.jpg?source=c8b7c179"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb"" width=""550"" data-original=""https://pic1.zhimg.com/2d7aead74ee7932d7668f8e95cabbc08_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='550'%20height='403'&gt;&lt;/svg&gt;"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb lazy"" width=""550"" data-original=""https://pic1.zhimg.com/2d7aead74ee7932d7668f8e95cabbc08_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic1.zhimg.com/50/2d7aead74ee7932d7668f8e95cabbc08_720w.jpg?source=c8b7c179""></figure></li><li>「我喜欢的产品（Products I Love）」是 Pinterest 上受欢迎度居第三位的板块，并且关于产品的采集（pin）最容易被其他人点击「喜欢（Like）」。</li></ul><figure><noscript><img src=""https://pic2.zhimg.com/50/574bb6cd4ba050137e1a6deb06bfee8b_720w.jpg?source=c8b7c179"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb"" width=""550"" data-original=""https://pic2.zhimg.com/574bb6cd4ba050137e1a6deb06bfee8b_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='550'%20height='403'&gt;&lt;/svg&gt;"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb lazy"" width=""550"" data-original=""https://pic2.zhimg.com/574bb6cd4ba050137e1a6deb06bfee8b_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic2.zhimg.com/50/574bb6cd4ba050137e1a6deb06bfee8b_720w.jpg?source=c8b7c179""></figure><ul><li>Pinterest 的用户群以美国中部地区年轻家庭女性居多。<br></li><li>相对于历史同期的 Twitter 的用户保留率和用户活跃度，Pinterest 是 Twitter 历史同期的两到三倍。<br></li><li>Pinterest 用户采集链接的网站范围非常之广，Etsy 是被采集最多的网站，但也仅占到所有采集链接的 3% 。<figure><noscript><img src=""https://pic2.zhimg.com/50/2119885f4a9c3cabcc90611c1d65b07b_720w.jpg?source=c8b7c179"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb"" width=""550"" data-original=""https://pic4.zhimg.com/2119885f4a9c3cabcc90611c1d65b07b_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='550'%20height='403'&gt;&lt;/svg&gt;"" data-rawwidth=""550"" data-rawheight=""403"" class=""origin_image zh-lightbox-thumb lazy"" width=""550"" data-original=""https://pic4.zhimg.com/2119885f4a9c3cabcc90611c1d65b07b_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic2.zhimg.com/50/2119885f4a9c3cabcc90611c1d65b07b_720w.jpg?source=c8b7c179""></figure></li><li>80% 的用户采集（pin）链接被转贴（repin），社区传播力非常显著。作为比较，历史同期 Twitter 用户的 tweet 的转发率仅为 1.4% 。</li><li>平均新注册用户的质量（这里的用户质量由用户的参与度和活跃性来划分）很高，但是总体在下滑。相对于早期进入的用户，2011 年底至 2012 年初的最近几个月新注册用户的活跃率降低了 2～3 倍。</li></ul>"
1331710121,为什么苹果在产品发布会上从来不提 iPhone 或 iPad 产品的内存是多少？,"我在另一个问题中回答过这个问题——总的来说，强调硬件配置对苹果不是什么优势，反而削弱了自己。强调自己的产品体验和设计，更能凸显苹果产品的高价值，更能吸引消费者。<br><br><b>为什么苹果很少公布其产品硬件的具体信息？是为了直观，还是担心表面上竞争不过对手？<i></i><br><a href=""http://www.zhihu.com/question/19573878"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1957</span><span class=""invisible"">3878</span><span class=""ellipsis""></span></a></b>"
1331715956,知乎上的视频使用规范有哪些？,"视频是一种信息量巨大且生动有趣的媒介，与图片功能一样，知乎的视频功能也是为了更好的满足创造高质量的内容这一目标。<br><br>当你在回答问题时，如果有合适的视频内容可以提供很多文字或图片无法提供或难以提供的信息和内容，这是我们希望的使用视频功能的最佳场景。<br><br>使用视频请注意，知乎上不允许：<br><br>一、上传违法相关法律法规和社区规范的视频<ol><li>含有淫秽色情、暴力、血腥、仇恨内容的视频；</li><li>含有攻击他人或泄露他人隐私的的视频；</li><li>其他违反中国或所在地相关法律法规的视频；</li><li>其他破坏社区良好氛围的视频。</li></ol>对上述内容，知乎鼓励用户举报，方便管理员及时发现和处理。<br><br>二、上传视频与问题无关，没有提供针对问题的有价值的信息<ol><li>视频与所在问题无关，没有针对问题进行回答；</li><li>上传灌水、搞笑的视频内容等；</li><li>用视频的形式发布广告。</li></ol>对上述内容，知乎鼓励用户点击「没有帮助」使其被折叠。<br><br>对以上违反社区规范的内容，知乎保留删除恶意内容、对用户予以警告、停用账号的权利。知乎社区规范的全部原则也适用于图片规范：<a href=""http://www.zhihu.com/question/19790711"" class=""internal""><span class=""invisible"">http://www.</span><span class=""visible"">zhihu.com/question/1979</span><span class=""invisible"">0711</span><span class=""ellipsis""></span></a><br><br>用户须尊重视频版权所有者，为自己发布的视频内容的版权负责，我们鼓励您注明其出处链接和视频内容的版权协议。知乎保留应版权方要求删除其所有版权的视频的权利。"
1331728972,乔布斯有一张著名的抬起右臂右腿、左手右腿下穿过的照片，这个奇怪动作是在干嘛？,"这是 2007 年 1 月 Macworld 发布会上，这次历史性的发布会上乔布斯揭开了第一代 iPhone 的面纱。在发布会接近尾声的时候，乔布斯手中的幻灯片遥控器坏了，没法遥控 keynote 了。他泰然自若地换了另一个备用遥控器，继续进行演讲，没想到这个遥控器也坏了。<br><br>这时乔布斯也没辙了，只好向在座的观众坦陈设备出了问题。但他很机智地开始回忆起年轻时和沃兹尼亚克一起制作电视信号干扰器（TV Jammer）戏弄寝室同学的故事：让他们的朋友以为只有用手扶着电视天线并且作出很特别的动作，电视才能正常工作。这张照片就是乔布斯在模仿他们的同学的动作。乔布斯讲这个故事为工作人员进行检查的腾出了一些时间，等他故事讲完，设备也修好了，他又继续接着演讲。<br><br>下面是这段发布会的视频：<br><a class=""video-box"" href=""https://link.zhihu.com/?target=http%3A//v.youku.com/v_show/id_XMzY2Nzk4OTI4.html"" target=""_blank"" data-video-id="""" data-video-playable="""" data-name=""Steve Jobs&amp;amp;#039; TV Jammer Story"" data-poster=""http://g3.ykimg.com/0100641F464F607DB63BB405994AD162A64B4C-AB77-C450-AEAF-D6913E9EBCC7"" data-lens-id="""">              <img class=""thumbnail"" src=""http://g3.ykimg.com/0100641F464F607DB63BB405994AD162A64B4C-AB77-C450-AEAF-D6913E9EBCC7"">              <span class=""content"">                <span class=""title"">Steve Jobs&amp;amp;#039; TV Jammer Story<span class=""z-ico-extern-gray""></span><span class=""z-ico-extern-blue""></span></span>                <span class=""url""><span class=""z-ico-video""></span>http://v.youku.com/v_show/id_XMzY2Nzk4OTI4.html</span>              </span>            </a>              "
1331800264,怎么最快的将文件在电脑和手机间传输？,"如果是 iOS 设备的话，我用的是 Photo Transfer App 。<br><br><figure><noscript><img src=""https://pic4.zhimg.com/50/650dcf808f22176027361303dbe8a5bd_720w.jpg?source=c8b7c179"" data-rawwidth=""640"" data-rawheight=""960"" class=""origin_image zh-lightbox-thumb"" width=""640"" data-original=""https://pic4.zhimg.com/650dcf808f22176027361303dbe8a5bd_720w.jpg?source=c8b7c179""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='640'%20height='960'&gt;&lt;/svg&gt;"" data-rawwidth=""640"" data-rawheight=""960"" class=""origin_image zh-lightbox-thumb lazy"" width=""640"" data-original=""https://pic4.zhimg.com/650dcf808f22176027361303dbe8a5bd_720w.jpg?source=c8b7c179"" data-actualsrc=""https://pic4.zhimg.com/50/650dcf808f22176027361303dbe8a5bd_720w.jpg?source=c8b7c179""></figure> "
1332217018,亚马逊收购的 Kiva Systems 仓库机器人系统是怎样工作的？,"找到一段 Kiva Systems 机器人工作时的视频：<br><a class=""video-box"" href=""https://link.zhihu.com/?target=http%3A//v.youku.com/v_show/id_XMzY4NTE3MDU2.html"" target=""_blank"" data-video-id="""" data-video-playable="""" data-name="" Kiva Systems Warehouse Robots at Work"" data-poster=""http://g2.ykimg.com/0100641F464F6800E57B4805994AD126149E04-5809-3E82-22C5-4CD2CA22B45B"" data-lens-id="""">              <img class=""thumbnail"" src=""http://g2.ykimg.com/0100641F464F6800E57B4805994AD126149E04-5809-3E82-22C5-4CD2CA22B45B"">              <span class=""content"">                <span class=""title""> Kiva Systems Warehouse Robots at Work<span class=""z-ico-extern-gray""></span><span class=""z-ico-extern-blue""></span></span>                <span class=""url""><span class=""z-ico-video""></span>http://v.youku.com/v_show/id_XMzY4NTE3MDU2.html</span>              </span>            </a>              "
1332235249,App Store 上关于木工和家居产品制造最好的应用有哪些？,"国内中央美院的柠檬工作室出品的一款：中国传统家具，交互电子书，看上去不错。<br><br>iPad 还没到，过几天购买来看看：<a href=""https://link.zhihu.com/?target=http%3A//itunes.apple.com/us/app/traditional-furniture/id504093651%3Fmt%3D8"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">itunes.apple.com/us/app</span><span class=""invisible"">/traditional-furniture/id504093651?mt=8</span><span class=""ellipsis""></span></a>"
1332470914,Smart Cover 是否可以完美匹配在new iPad上使用？,"可以。苹果官方在线商店的 Smart Cover 介绍中写：兼容 iPad 第二代和 iPad 第三代。<br><a href=""https://link.zhihu.com/?target=http%3A//store.apple.com/cn/product/MD310FE/A%3Ffnode%3DMTc0MjU2Mjc"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">store.apple.com/cn/prod</span><span class=""invisible"">uct/MD310FE/A?fnode=MTc0MjU2Mjc</span><span class=""ellipsis""></span></a>"
1332486037,苹果的产品包装里都会赠送「苹果 logo 贴纸」，这个贴纸是用来干什么的？是从什么时候开始有的？,"这些年来，苹果产品的包装越来越精简，能省的都尽量省，首次拆开产品包装的乐趣不如从前了。以前 Mac 和 iPod 附赠的擦屏软布现在也没有了 ，但有两个东西从来没有变过，苹果产品的说明书，和与说明书放在一起的苹果 logo 贴纸。<br><br>这是苹果公司一个久远的传统，在产品包装中附上苹果公司的 logo 贴纸最早要追溯到 1977 年发布的 Apple II 。这是苹果第一款获得巨大市场成功的产品，在整个 70 年代和 80 年代 Apple II 系列电脑是苹果的主要收入来源。也是在 1977 年，Apple II 发布之前，乔布斯找到了一个叫 Rob Janoff 的设计师，让他给苹果设计一个新的 logo ，在此之前苹果的标志是「牛顿坐在苹果树下」。没过多久，经典的彩虹色苹果 logo 诞生了。 （详见：<a href=""https://link.zhihu.com/?target=http%3A//Apple4.us"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Apple4.us</span><span class=""invisible""></span></a> -苹果 logo 的设计者 <a href=""https://link.zhihu.com/?target=http%3A//apple4.us/2009/04/rob_janoff_the_creater_of_apple_logo.html"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">apple4.us/2009/04/rob_j</span><span class=""invisible"">anoff_the_creater_of_apple_logo.html</span><span class=""ellipsis""></span></a>）<br><br>随着启用这个新的 logo ，苹果也印制了许多彩虹色苹果 logo 贴纸，放进每一台 Apple II 的包装。那个年代这是一种常见的宣传方法，让爱好者们可以把贴纸贴在任何自己喜欢的地方，表明自己对产品这个品牌的喜爱和支持。<br><br>下面这张是 Apple II 时代的苹果 logo 贴纸 ，连图案边缘的色彩都没法做到整齐，需要从贴纸上沿着压痕撕下来，才能看到一个完美的苹果 logo 。<figure><noscript><img src=""https://pic1.zhimg.com/50/77a66fa5853f4acc00feb4044fe0079a_720w.jpg?source=c8b7c179"" class=""content_image""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='0'%20height='0'&gt;&lt;/svg&gt;"" class=""content_image lazy"" data-actualsrc=""https://pic1.zhimg.com/50/77a66fa5853f4acc00feb4044fe0079a_720w.jpg?source=c8b7c179""></figure>从 Apple II 时代开始，苹果在发货的每台电脑中附赠 logo 贴纸这个传统一直保留下来，直到今天。期间公司名称 Apple Computer 使用的字体有过几次调整，logo 的色彩有些微调，其他几乎没有变化，彩虹色 logo 贴纸一直使用到 2002 年。2002 年苹果公司启用了新的银白色的 logo ，此后的贴纸就采用了全白色印刷，并且贴纸上也不再印公司文字名称。下面是 Flickr 上一个爱好者收集的苹果 logo 贴纸（<a href=""https://link.zhihu.com/?target=http%3A//www.flickr.com/photos/olebra/2209334471/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://www.</span><span class=""visible"">flickr.com/photos/olebr</span><span class=""invisible"">a/2209334471/</span><span class=""ellipsis""></span></a>）。这个传统已经有 30 多年的历史了，希望苹果一直保留下去。<figure><noscript><img src=""https://pic1.zhimg.com/50/073888dc2239c075f3d96682e0306f14_720w.jpg?source=c8b7c179"" class=""content_image""></noscript><img src=""data:image/svg+xml;utf8,&lt;svg%20xmlns='http://www.w3.org/2000/svg'%20width='0'%20height='0'&gt;&lt;/svg&gt;"" class=""content_image lazy"" data-actualsrc=""https://pic1.zhimg.com/50/073888dc2239c075f3d96682e0306f14_720w.jpg?source=c8b7c179""></figure>"
1332582600,iPhone 4S 能用上移动的视频通话吗？,视频通话？ 你说的是 FaceTime ？ <br><br>目前  FaceTime 只支持在 Wi-Fi 网络下工作，和用哪家运营商没有关系。
1332903872,新的 iPad 为什么充电达到 100% 之后还有再充至多一个小时才能完全充满？,"<a href=""https://link.zhihu.com/?target=http%3A//Allthingsd.com"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">Allthingsd.com</span><span class=""invisible""></span></a> 就 iPad 充电问题采访了苹果高级副总裁 Michael Tchao ，他的解释是：<ol><li>当 iPad 3 充电时屏幕显示的电量刚达到 100% ，还要再充一个小时左右，才能完全充满。<br></li><li>因为苹果的电源管理系统在电池接近充满，但还没有完全充满的时候，就在设备屏幕上显示电量已经 100% 了。这时候，只要电源线没有断开，就会继续给设备充电，直到完全充满，接下来电池会自动放一点电，再充到完全满，这样循环下去。</li><li>这种电源管理系统设计可以让 iPad 在几乎任意时长的充电状态下使用，而不用担心损坏电池。<br></li><li>新 iPad 3 使用的电源管理系统和其他 iOS 设备是一样的，这意味着 iPhone 4S 等设备在充电 100% 之后还要继续充电一会才能完全充满。</li></ol>"
1335356391,有哪些应用程序或工具可以帮助识别印刷品中的英文字体是什么字体？,"找到一个免费的字体识别 iPhone 软件叫 WhatTheFont ：<a href=""https://link.zhihu.com/?target=http%3A//itunes.apple.com/app/whatthefont/id304304134%3Fmt%3D8"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">itunes.apple.com/app/wh</span><span class=""invisible"">atthefont/id304304134?mt=8</span><span class=""ellipsis""></span></a> ，另有一篇文章介绍 <a href=""https://link.zhihu.com/?target=http%3A//ilovetypography.com/2007/08/19/identify-that-font/"" class="" external"" target=""_blank"" rel=""nofollow noreferrer""><span class=""invisible"">http://</span><span class=""visible"">ilovetypography.com/200</span><span class=""invisible"">7/08/19/identify-that-font/</span><span class=""ellipsis""></span></a><br><br>不知道还没有其他更好的应用或工具。"
1342053689,OS X Mountain Lion 如何能支持 Vmware Fusion 等虚拟机软件？,谢谢@吴畅 和 @Feng Gao 的提醒，经测试  VMware Fusion 升级到 VMware Fusion 4.1.3 之后可以在 Mountain Lion 上正常运行，谢谢！
